,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
56246,67d34cb37287d4934dee886d,011011v011111,0.55,0.75,0.6875,0.6875,0.4375,low,Formality,Trustworthiness,1
56443,67d34cb37287d4934dee886d,011011v011111,0.55,0.75,0.6875,0.6875,0.4375,low,Formality,Transparency,1
56640,67d34cb37287d4934dee886d,011011v011111,0.55,0.75,0.6875,0.6875,0.4375,low,Formality,Usefulness,1
77522,67d34cb37287d4934dee886d,100001v100011,0.55,0.75,0.6875,0.6875,0.4375,high,Detail,Trustworthiness,1
77719,67d34cb37287d4934dee886d,100001v100011,0.55,0.75,0.6875,0.6875,0.4375,high,Detail,Transparency,0
77916,67d34cb37287d4934dee886d,100001v100011,0.55,0.75,0.6875,0.6875,0.4375,high,Detail,Usefulness,0
74370,67d34cb37287d4934dee886d,100000v100100,0.55,0.75,0.6875,0.6875,0.4375,high,Formality,Trustworthiness,0
74567,67d34cb37287d4934dee886d,100000v100100,0.55,0.75,0.6875,0.6875,0.4375,high,Formality,Transparency,1
74764,67d34cb37287d4934dee886d,100000v100100,0.55,0.75,0.6875,0.6875,0.4375,high,Formality,Usefulness,0
105890,67d34cb37287d4934dee886d,110010v110110,0.55,0.75,0.6875,0.6875,0.4375,high,Formality,Trustworthiness,0
106087,67d34cb37287d4934dee886d,110010v110110,0.55,0.75,0.6875,0.6875,0.4375,high,Formality,Transparency,1
106284,67d34cb37287d4934dee886d,110010v110110,0.55,0.75,0.6875,0.6875,0.4375,high,Formality,Usefulness,1
121650,67d34cb37287d4934dee886d,111100v111101,0.55,0.75,0.6875,0.6875,0.4375,high,Persuasiveness,Trustworthiness,1
121847,67d34cb37287d4934dee886d,111100v111101,0.55,0.75,0.6875,0.6875,0.4375,high,Persuasiveness,Transparency,0
122044,67d34cb37287d4934dee886d,111100v111101,0.55,0.75,0.6875,0.6875,0.4375,high,Persuasiveness,Usefulness,1
35694,67d4aa994ac97e137cc0aeea,001010v011010,0.8,0.5,0.9375,0.6875,0.8125,low,Length,Trustworthiness,1
35891,67d4aa994ac97e137cc0aeea,001010v011010,0.8,0.5,0.9375,0.6875,0.8125,low,Length,Transparency,1
36088,67d4aa994ac97e137cc0aeea,001010v011010,0.8,0.5,0.9375,0.6875,0.8125,low,Length,Usefulness,1
31754,67d4aa994ac97e137cc0aeea,001100v011100,0.8,0.5,0.9375,0.6875,0.8125,low,Length,Trustworthiness,0
31951,67d4aa994ac97e137cc0aeea,001100v011100,0.8,0.5,0.9375,0.6875,0.8125,low,Length,Transparency,1
32148,67d4aa994ac97e137cc0aeea,001100v011100,0.8,0.5,0.9375,0.6875,0.8125,low,Length,Usefulness,1
50666,67d4aa994ac97e137cc0aeea,010000v010010,0.8,0.5,0.9375,0.6875,0.8125,low,Detail,Trustworthiness,0
50863,67d4aa994ac97e137cc0aeea,010000v010010,0.8,0.5,0.9375,0.6875,0.8125,low,Detail,Transparency,0
51060,67d4aa994ac97e137cc0aeea,010000v010010,0.8,0.5,0.9375,0.6875,0.8125,low,Detail,Usefulness,0
57758,67d4aa994ac97e137cc0aeea,011010v011110,0.8,0.5,0.9375,0.6875,0.8125,low,Formality,Trustworthiness,1
57955,67d4aa994ac97e137cc0aeea,011010v011110,0.8,0.5,0.9375,0.6875,0.8125,low,Formality,Transparency,1
58152,67d4aa994ac97e137cc0aeea,011010v011110,0.8,0.5,0.9375,0.6875,0.8125,low,Formality,Usefulness,1
55394,67d4aa994ac97e137cc0aeea,011101v011111,0.8,0.5,0.9375,0.6875,0.8125,low,Detail,Trustworthiness,0
55591,67d4aa994ac97e137cc0aeea,011101v011111,0.8,0.5,0.9375,0.6875,0.8125,low,Detail,Transparency,1
55788,67d4aa994ac97e137cc0aeea,011101v011111,0.8,0.5,0.9375,0.6875,0.8125,low,Detail,Usefulness,1
74306,67d4aa994ac97e137cc0aeea,100000v100100,0.8,0.5,0.9375,0.6875,0.8125,high,Formality,Trustworthiness,1
74503,67d4aa994ac97e137cc0aeea,100000v100100,0.8,0.5,0.9375,0.6875,0.8125,high,Formality,Transparency,0
74700,67d4aa994ac97e137cc0aeea,100000v100100,0.8,0.5,0.9375,0.6875,0.8125,high,Formality,Usefulness,0
71154,67d4aa994ac97e137cc0aeea,100100v100101,0.8,0.5,0.9375,0.6875,0.8125,high,Persuasiveness,Trustworthiness,0
71351,67d4aa994ac97e137cc0aeea,100100v100101,0.8,0.5,0.9375,0.6875,0.8125,high,Persuasiveness,Transparency,0
71548,67d4aa994ac97e137cc0aeea,100100v100101,0.8,0.5,0.9375,0.6875,0.8125,high,Persuasiveness,Usefulness,0
72730,67d4aa994ac97e137cc0aeea,100101v101101,0.8,0.5,0.9375,0.6875,0.8125,high,Structure,Trustworthiness,0
72927,67d4aa994ac97e137cc0aeea,100101v101101,0.8,0.5,0.9375,0.6875,0.8125,high,Structure,Transparency,0
73124,67d4aa994ac97e137cc0aeea,100101v101101,0.8,0.5,0.9375,0.6875,0.8125,high,Structure,Usefulness,0
86126,67d4aa994ac97e137cc0aeea,101110v101111,0.8,0.5,0.9375,0.6875,0.8125,high,Persuasiveness,Trustworthiness,1
86323,67d4aa994ac97e137cc0aeea,101110v101111,0.8,0.5,0.9375,0.6875,0.8125,high,Persuasiveness,Transparency,1
86520,67d4aa994ac97e137cc0aeea,101110v101111,0.8,0.5,0.9375,0.6875,0.8125,high,Persuasiveness,Usefulness,1
102674,67d4aa994ac97e137cc0aeea,110101v110111,0.8,0.5,0.9375,0.6875,0.8125,high,Detail,Trustworthiness,0
102871,67d4aa994ac97e137cc0aeea,110101v110111,0.8,0.5,0.9375,0.6875,0.8125,high,Detail,Transparency,0
103068,67d4aa994ac97e137cc0aeea,110101v110111,0.8,0.5,0.9375,0.6875,0.8125,high,Detail,Usefulness,0
12905,67d5c033e2acf64c25e88294,000100v010100,0.65,0.5625,0.6875,0.75,0.5625,low,Length,Trustworthiness,0
13102,67d5c033e2acf64c25e88294,000100v010100,0.65,0.5625,0.6875,0.75,0.5625,low,Length,Transparency,0
13299,67d5c033e2acf64c25e88294,000100v010100,0.65,0.5625,0.6875,0.75,0.5625,low,Length,Usefulness,0
8177,67d5c033e2acf64c25e88294,000100v000101,0.65,0.5625,0.6875,0.75,0.5625,low,Persuasiveness,Trustworthiness,0
8374,67d5c033e2acf64c25e88294,000100v000101,0.65,0.5625,0.6875,0.75,0.5625,low,Persuasiveness,Transparency,1
8571,67d5c033e2acf64c25e88294,000100v000101,0.65,0.5625,0.6875,0.75,0.5625,low,Persuasiveness,Usefulness,0
36545,67d5c033e2acf64c25e88294,001000v001001,0.65,0.5625,0.6875,0.75,0.5625,low,Persuasiveness,Trustworthiness,0
36742,67d5c033e2acf64c25e88294,001000v001001,0.65,0.5625,0.6875,0.75,0.5625,low,Persuasiveness,Transparency,0
36939,67d5c033e2acf64c25e88294,001000v001001,0.65,0.5625,0.6875,0.75,0.5625,low,Persuasiveness,Usefulness,0
34969,67d5c033e2acf64c25e88294,001000v001010,0.65,0.5625,0.6875,0.75,0.5625,low,Detail,Trustworthiness,0
35166,67d5c033e2acf64c25e88294,001000v001010,0.65,0.5625,0.6875,0.75,0.5625,low,Detail,Transparency,1
35363,67d5c033e2acf64c25e88294,001000v001010,0.65,0.5625,0.6875,0.75,0.5625,low,Detail,Usefulness,0
59397,67d5c033e2acf64c25e88294,011001v011101,0.65,0.5625,0.6875,0.75,0.5625,low,Formality,Trustworthiness,1
59594,67d5c033e2acf64c25e88294,011001v011101,0.65,0.5625,0.6875,0.75,0.5625,low,Formality,Transparency,0
59791,67d5c033e2acf64c25e88294,011001v011101,0.65,0.5625,0.6875,0.75,0.5625,low,Formality,Usefulness,1
83825,67d5c033e2acf64c25e88294,100001v110001,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Trustworthiness,1
84022,67d5c033e2acf64c25e88294,100001v110001,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Transparency,1
84219,67d5c033e2acf64c25e88294,100001v110001,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Usefulness,1
101161,67d5c033e2acf64c25e88294,101000v111000,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Trustworthiness,1
101358,67d5c033e2acf64c25e88294,101000v111000,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Transparency,0
101555,67d5c033e2acf64c25e88294,101000v111000,0.65,0.5625,0.6875,0.75,0.5625,high,Length,Usefulness,1
96433,67d5c033e2acf64c25e88294,101001v101011,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Trustworthiness,1
96630,67d5c033e2acf64c25e88294,101001v101011,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Transparency,1
96827,67d5c033e2acf64c25e88294,101001v101011,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Usefulness,1
86977,67d5c033e2acf64c25e88294,101101v101111,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Trustworthiness,1
87174,67d5c033e2acf64c25e88294,101101v101111,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Transparency,1
87371,67d5c033e2acf64c25e88294,101101v101111,0.65,0.5625,0.6875,0.75,0.5625,high,Detail,Usefulness,1
122437,67d5c033e2acf64c25e88294,111001v111101,0.65,0.5625,0.6875,0.75,0.5625,high,Formality,Trustworthiness,1
122634,67d5c033e2acf64c25e88294,111001v111101,0.65,0.5625,0.6875,0.75,0.5625,high,Formality,Transparency,0
122831,67d5c033e2acf64c25e88294,111001v111101,0.65,0.5625,0.6875,0.75,0.5625,high,Formality,Usefulness,1
34253,67d70c5dd49be5fc0a758755,001011v011011,0.95,0.3125,0.6875,1.0,0.9375,low,Length,Trustworthiness,1
34450,67d70c5dd49be5fc0a758755,001011v011011,0.95,0.3125,0.6875,1.0,0.9375,low,Length,Transparency,0
34647,67d70c5dd49be5fc0a758755,001011v011011,0.95,0.3125,0.6875,1.0,0.9375,low,Length,Usefulness,0
28737,67d70c5dd49be5fc0a758755,001100v001101,0.95,0.3125,0.6875,1.0,0.9375,low,Persuasiveness,Trustworthiness,1
28934,67d70c5dd49be5fc0a758755,001100v001101,0.95,0.3125,0.6875,1.0,0.9375,low,Persuasiveness,Transparency,1
29131,67d70c5dd49be5fc0a758755,001100v001101,0.95,0.3125,0.6875,1.0,0.9375,low,Persuasiveness,Usefulness,1
42921,67d70c5dd49be5fc0a758755,010010v010110,0.95,0.3125,0.6875,1.0,0.9375,low,Formality,Trustworthiness,1
43118,67d70c5dd49be5fc0a758755,010010v010110,0.95,0.3125,0.6875,1.0,0.9375,low,Formality,Transparency,1
43315,67d70c5dd49be5fc0a758755,010010v010110,0.95,0.3125,0.6875,1.0,0.9375,low,Formality,Usefulness,1
43709,67d70c5dd49be5fc0a758755,010110v011110,0.95,0.3125,0.6875,1.0,0.9375,low,Structure,Trustworthiness,1
43906,67d70c5dd49be5fc0a758755,010110v011110,0.95,0.3125,0.6875,1.0,0.9375,low,Structure,Transparency,0
44103,67d70c5dd49be5fc0a758755,010110v011110,0.95,0.3125,0.6875,1.0,0.9375,low,Structure,Usefulness,1
57893,67d70c5dd49be5fc0a758755,011010v011110,0.95,0.3125,0.6875,1.0,0.9375,low,Formality,Trustworthiness,1
58090,67d70c5dd49be5fc0a758755,011010v011110,0.95,0.3125,0.6875,1.0,0.9375,low,Formality,Transparency,1
58287,67d70c5dd49be5fc0a758755,011010v011110,0.95,0.3125,0.6875,1.0,0.9375,low,Formality,Usefulness,1
84685,67d70c5dd49be5fc0a758755,100000v101000,0.95,0.3125,0.6875,1.0,0.9375,high,Structure,Trustworthiness,0
84882,67d70c5dd49be5fc0a758755,100000v101000,0.95,0.3125,0.6875,1.0,0.9375,high,Structure,Transparency,0
85079,67d70c5dd49be5fc0a758755,100000v101000,0.95,0.3125,0.6875,1.0,0.9375,high,Structure,Usefulness,0
81533,67d70c5dd49be5fc0a758755,100010v110010,0.95,0.3125,0.6875,1.0,0.9375,high,Length,Trustworthiness,1
81730,67d70c5dd49be5fc0a758755,100010v110010,0.95,0.3125,0.6875,1.0,0.9375,high,Length,Transparency,1
81927,67d70c5dd49be5fc0a758755,100010v110010,0.95,0.3125,0.6875,1.0,0.9375,high,Length,Usefulness,1
68137,67d70c5dd49be5fc0a758755,100100v100110,0.95,0.3125,0.6875,1.0,0.9375,high,Detail,Trustworthiness,1
68334,67d70c5dd49be5fc0a758755,100100v100110,0.95,0.3125,0.6875,1.0,0.9375,high,Detail,Transparency,1
68531,67d70c5dd49be5fc0a758755,100100v100110,0.95,0.3125,0.6875,1.0,0.9375,high,Detail,Usefulness,1
97293,67d70c5dd49be5fc0a758755,101011v111011,0.95,0.3125,0.6875,1.0,0.9375,high,Length,Trustworthiness,1
97490,67d70c5dd49be5fc0a758755,101011v111011,0.95,0.3125,0.6875,1.0,0.9375,high,Length,Transparency,1
97687,67d70c5dd49be5fc0a758755,101011v111011,0.95,0.3125,0.6875,1.0,0.9375,high,Length,Usefulness,1
116993,67d70c5dd49be5fc0a758755,110000v111000,0.95,0.3125,0.6875,1.0,0.9375,high,Structure,Trustworthiness,0
117190,67d70c5dd49be5fc0a758755,110000v111000,0.95,0.3125,0.6875,1.0,0.9375,high,Structure,Transparency,0
117387,67d70c5dd49be5fc0a758755,110000v111000,0.95,0.3125,0.6875,1.0,0.9375,high,Structure,Usefulness,0
1094,67d9e8a1074327b372eb538d,000110v000111,0.9,0.25,0.4375,0.9375,0.625,low,Persuasiveness,Trustworthiness,0
1291,67d9e8a1074327b372eb538d,000110v000111,0.9,0.25,0.4375,0.9375,0.625,low,Persuasiveness,Transparency,0
1488,67d9e8a1074327b372eb538d,000110v000111,0.9,0.25,0.4375,0.9375,0.625,low,Persuasiveness,Usefulness,0
3458,67d9e8a1074327b372eb538d,000111v001111,0.9,0.25,0.4375,0.9375,0.625,low,Structure,Trustworthiness,0
3655,67d9e8a1074327b372eb538d,000111v001111,0.9,0.25,0.4375,0.9375,0.625,low,Structure,Transparency,0
3852,67d9e8a1074327b372eb538d,000111v001111,0.9,0.25,0.4375,0.9375,0.625,low,Structure,Usefulness,0
38130,67d9e8a1074327b372eb538d,001000v011000,0.9,0.25,0.4375,0.9375,0.625,low,Length,Trustworthiness,1
38327,67d9e8a1074327b372eb538d,001000v011000,0.9,0.25,0.4375,0.9375,0.625,low,Length,Transparency,1
38524,67d9e8a1074327b372eb538d,001000v011000,0.9,0.25,0.4375,0.9375,0.625,low,Length,Usefulness,1
60982,67d9e8a1074327b372eb538d,011010v011011,0.9,0.25,0.4375,0.9375,0.625,low,Persuasiveness,Trustworthiness,1
61179,67d9e8a1074327b372eb538d,011010v011011,0.9,0.25,0.4375,0.9375,0.625,low,Persuasiveness,Transparency,1
61376,67d9e8a1074327b372eb538d,011010v011011,0.9,0.25,0.4375,0.9375,0.625,low,Persuasiveness,Usefulness,1
55466,67d9e8a1074327b372eb538d,011101v011111,0.9,0.25,0.4375,0.9375,0.625,low,Detail,Trustworthiness,1
55663,67d9e8a1074327b372eb538d,011101v011111,0.9,0.25,0.4375,0.9375,0.625,low,Detail,Transparency,1
55860,67d9e8a1074327b372eb538d,011101v011111,0.9,0.25,0.4375,0.9375,0.625,low,Detail,Usefulness,1
88562,67d9e8a1074327b372eb538d,101111v111111,0.9,0.25,0.4375,0.9375,0.625,high,Length,Trustworthiness,1
88759,67d9e8a1074327b372eb538d,101111v111111,0.9,0.25,0.4375,0.9375,0.625,high,Length,Transparency,1
88956,67d9e8a1074327b372eb538d,101111v111111,0.9,0.25,0.4375,0.9375,0.625,high,Length,Usefulness,1
113778,67d9e8a1074327b372eb538d,110000v110010,0.9,0.25,0.4375,0.9375,0.625,high,Detail,Trustworthiness,1
113975,67d9e8a1074327b372eb538d,110000v110010,0.9,0.25,0.4375,0.9375,0.625,high,Detail,Transparency,1
114172,67d9e8a1074327b372eb538d,110000v110010,0.9,0.25,0.4375,0.9375,0.625,high,Detail,Usefulness,1
106686,67d9e8a1074327b372eb538d,110110v111110,0.9,0.25,0.4375,0.9375,0.625,high,Structure,Trustworthiness,0
106883,67d9e8a1074327b372eb538d,110110v111110,0.9,0.25,0.4375,0.9375,0.625,high,Structure,Transparency,0
107080,67d9e8a1074327b372eb538d,110110v111110,0.9,0.25,0.4375,0.9375,0.625,high,Structure,Usefulness,0
101958,67d9e8a1074327b372eb538d,110110v110111,0.9,0.25,0.4375,0.9375,0.625,high,Persuasiveness,Trustworthiness,0
102155,67d9e8a1074327b372eb538d,110110v110111,0.9,0.25,0.4375,0.9375,0.625,high,Persuasiveness,Transparency,0
102352,67d9e8a1074327b372eb538d,110110v110111,0.9,0.25,0.4375,0.9375,0.625,high,Persuasiveness,Usefulness,0
123234,67d9e8a1074327b372eb538d,111000v111100,0.9,0.25,0.4375,0.9375,0.625,high,Formality,Trustworthiness,1
123431,67d9e8a1074327b372eb538d,111000v111100,0.9,0.25,0.4375,0.9375,0.625,high,Formality,Transparency,1
123628,67d9e8a1074327b372eb538d,111000v111100,0.9,0.25,0.4375,0.9375,0.625,high,Formality,Usefulness,1
4974,67e2b20be12da665d555064d,000100v000110,0.55,0.5625,0.875,0.8125,0.4375,low,Detail,Trustworthiness,1
5171,67e2b20be12da665d555064d,000100v000110,0.55,0.5625,0.875,0.8125,0.4375,low,Detail,Transparency,1
5368,67e2b20be12da665d555064d,000100v000110,0.55,0.5625,0.875,0.8125,0.4375,low,Detail,Usefulness,1
51466,67e2b20be12da665d555064d,010010v011010,0.55,0.5625,0.875,0.8125,0.4375,low,Structure,Trustworthiness,0
51663,67e2b20be12da665d555064d,010010v011010,0.55,0.5625,0.875,0.8125,0.4375,low,Structure,Transparency,1
51860,67e2b20be12da665d555064d,010010v011010,0.55,0.5625,0.875,0.8125,0.4375,low,Structure,Usefulness,0
38858,67e2b20be12da665d555064d,010110v010111,0.55,0.5625,0.875,0.8125,0.4375,low,Persuasiveness,Trustworthiness,0
39055,67e2b20be12da665d555064d,010110v010111,0.55,0.5625,0.875,0.8125,0.4375,low,Persuasiveness,Transparency,0
39252,67e2b20be12da665d555064d,010110v010111,0.55,0.5625,0.875,0.8125,0.4375,low,Persuasiveness,Usefulness,1
63286,67e2b20be12da665d555064d,011000v011001,0.55,0.5625,0.875,0.8125,0.4375,low,Persuasiveness,Trustworthiness,0
63483,67e2b20be12da665d555064d,011000v011001,0.55,0.5625,0.875,0.8125,0.4375,low,Persuasiveness,Transparency,0
63680,67e2b20be12da665d555064d,011000v011001,0.55,0.5625,0.875,0.8125,0.4375,low,Persuasiveness,Usefulness,0
62498,67e2b20be12da665d555064d,011000v011010,0.55,0.5625,0.875,0.8125,0.4375,low,Detail,Trustworthiness,1
62695,67e2b20be12da665d555064d,011000v011010,0.55,0.5625,0.875,0.8125,0.4375,low,Detail,Transparency,1
62892,67e2b20be12da665d555064d,011000v011010,0.55,0.5625,0.875,0.8125,0.4375,low,Detail,Usefulness,1
82986,67e2b20be12da665d555064d,100001v101001,0.55,0.5625,0.875,0.8125,0.4375,high,Structure,Trustworthiness,1
83183,67e2b20be12da665d555064d,100001v101001,0.55,0.5625,0.875,0.8125,0.4375,high,Structure,Transparency,1
83380,67e2b20be12da665d555064d,100001v101001,0.55,0.5625,0.875,0.8125,0.4375,high,Structure,Usefulness,0
79046,67e2b20be12da665d555064d,100011v110011,0.55,0.5625,0.875,0.8125,0.4375,high,Length,Trustworthiness,1
79243,67e2b20be12da665d555064d,100011v110011,0.55,0.5625,0.875,0.8125,0.4375,high,Length,Transparency,0
79440,67e2b20be12da665d555064d,100011v110011,0.55,0.5625,0.875,0.8125,0.4375,high,Length,Usefulness,1
99534,67e2b20be12da665d555064d,101000v101001,0.55,0.5625,0.875,0.8125,0.4375,high,Persuasiveness,Trustworthiness,0
99731,67e2b20be12da665d555064d,101000v101001,0.55,0.5625,0.875,0.8125,0.4375,high,Persuasiveness,Transparency,0
99928,67e2b20be12da665d555064d,101000v101001,0.55,0.5625,0.875,0.8125,0.4375,high,Persuasiveness,Usefulness,1
94806,67e2b20be12da665d555064d,101100v111100,0.55,0.5625,0.875,0.8125,0.4375,high,Length,Trustworthiness,1
95003,67e2b20be12da665d555064d,101100v111100,0.55,0.5625,0.875,0.8125,0.4375,high,Length,Transparency,1
95200,67e2b20be12da665d555064d,101100v111100,0.55,0.5625,0.875,0.8125,0.4375,high,Length,Usefulness,1
123962,67e2b20be12da665d555064d,111010v111011,0.55,0.5625,0.875,0.8125,0.4375,high,Persuasiveness,Trustworthiness,1
124159,67e2b20be12da665d555064d,111010v111011,0.55,0.5625,0.875,0.8125,0.4375,high,Persuasiveness,Transparency,1
124356,67e2b20be12da665d555064d,111010v111011,0.55,0.5625,0.875,0.8125,0.4375,high,Persuasiveness,Usefulness,1
16805,67e58fdd13f4a6a894472087,000000v000010,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Trustworthiness,0
17002,67e58fdd13f4a6a894472087,000000v000010,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Transparency,1
17199,67e58fdd13f4a6a894472087,000000v000010,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Usefulness,0
13653,67e58fdd13f4a6a894472087,000010v000011,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Trustworthiness,1
13850,67e58fdd13f4a6a894472087,000010v000011,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Transparency,0
14047,67e58fdd13f4a6a894472087,000010v000011,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Usefulness,0
33353,67e58fdd13f4a6a894472087,001001v001011,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Trustworthiness,0
33550,67e58fdd13f4a6a894472087,001001v001011,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Transparency,1
33747,67e58fdd13f4a6a894472087,001001v001011,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Usefulness,0
28625,67e58fdd13f4a6a894472087,001100v001101,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Trustworthiness,0
28822,67e58fdd13f4a6a894472087,001100v001101,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Transparency,0
29019,67e58fdd13f4a6a894472087,001100v001101,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Usefulness,0
26261,67e58fdd13f4a6a894472087,001100v001110,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Trustworthiness,0
26458,67e58fdd13f4a6a894472087,001100v001110,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Transparency,1
26655,67e58fdd13f4a6a894472087,001100v001110,0.6,0.4375,0.8125,0.625,0.6875,low,Detail,Usefulness,1
75905,67e58fdd13f4a6a894472087,100100v110100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Trustworthiness,0
76102,67e58fdd13f4a6a894472087,100100v110100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Transparency,1
76299,67e58fdd13f4a6a894472087,100100v110100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Usefulness,1
94817,67e58fdd13f4a6a894472087,101100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Trustworthiness,1
95014,67e58fdd13f4a6a894472087,101100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Transparency,1
95211,67e58fdd13f4a6a894472087,101100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Usefulness,1
90089,67e58fdd13f4a6a894472087,101010v101110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Trustworthiness,0
90286,67e58fdd13f4a6a894472087,101010v101110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Transparency,1
90483,67e58fdd13f4a6a894472087,101010v101110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Usefulness,0
110577,67e58fdd13f4a6a894472087,110100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Structure,Trustworthiness,1
110774,67e58fdd13f4a6a894472087,110100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Structure,Transparency,0
110971,67e58fdd13f4a6a894472087,110100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Structure,Usefulness,1
105849,67e58fdd13f4a6a894472087,110010v110110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Trustworthiness,0
106046,67e58fdd13f4a6a894472087,110010v110110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Transparency,0
106243,67e58fdd13f4a6a894472087,110010v110110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Usefulness,0
13663,67e9f5c8972a4be47457bbe1,000010v000011,0.85,0.5625,0.6875,0.9375,0.75,low,Persuasiveness,Trustworthiness,1
13860,67e9f5c8972a4be47457bbe1,000010v000011,0.85,0.5625,0.6875,0.9375,0.75,low,Persuasiveness,Transparency,0
14057,67e9f5c8972a4be47457bbe1,000010v000011,0.85,0.5625,0.6875,0.9375,0.75,low,Persuasiveness,Usefulness,0
25483,67e9f5c8972a4be47457bbe1,001111v011111,0.85,0.5625,0.6875,0.9375,0.75,low,Length,Trustworthiness,1
25680,67e9f5c8972a4be47457bbe1,001111v011111,0.85,0.5625,0.6875,0.9375,0.75,low,Length,Transparency,1
25877,67e9f5c8972a4be47457bbe1,001111v011111,0.85,0.5625,0.6875,0.9375,0.75,low,Length,Usefulness,1
46759,67e9f5c8972a4be47457bbe1,010000v010100,0.85,0.5625,0.6875,0.9375,0.75,low,Formality,Trustworthiness,1
46956,67e9f5c8972a4be47457bbe1,010000v010100,0.85,0.5625,0.6875,0.9375,0.75,low,Formality,Transparency,1
47153,67e9f5c8972a4be47457bbe1,010000v010100,0.85,0.5625,0.6875,0.9375,0.75,low,Formality,Usefulness,1
42819,67e9f5c8972a4be47457bbe1,010010v010110,0.85,0.5625,0.6875,0.9375,0.75,low,Formality,Trustworthiness,0
43016,67e9f5c8972a4be47457bbe1,010010v010110,0.85,0.5625,0.6875,0.9375,0.75,low,Formality,Transparency,0
43213,67e9f5c8972a4be47457bbe1,010010v010110,0.85,0.5625,0.6875,0.9375,0.75,low,Formality,Usefulness,1
39667,67e9f5c8972a4be47457bbe1,010101v010111,0.85,0.5625,0.6875,0.9375,0.75,low,Detail,Trustworthiness,0
39864,67e9f5c8972a4be47457bbe1,010101v010111,0.85,0.5625,0.6875,0.9375,0.75,low,Detail,Transparency,0
40061,67e9f5c8972a4be47457bbe1,010101v010111,0.85,0.5625,0.6875,0.9375,0.75,low,Detail,Usefulness,1
85371,67e9f5c8972a4be47457bbe1,100000v110000,0.85,0.5625,0.6875,0.9375,0.75,high,Length,Trustworthiness,1
85568,67e9f5c8972a4be47457bbe1,100000v110000,0.85,0.5625,0.6875,0.9375,0.75,high,Length,Transparency,1
85765,67e9f5c8972a4be47457bbe1,100000v110000,0.85,0.5625,0.6875,0.9375,0.75,high,Length,Usefulness,1
65671,67e9f5c8972a4be47457bbe1,100011v100111,0.85,0.5625,0.6875,0.9375,0.75,high,Formality,Trustworthiness,1
65868,67e9f5c8972a4be47457bbe1,100011v100111,0.85,0.5625,0.6875,0.9375,0.75,high,Formality,Transparency,1
66065,67e9f5c8972a4be47457bbe1,100011v100111,0.85,0.5625,0.6875,0.9375,0.75,high,Formality,Usefulness,1
64883,67e9f5c8972a4be47457bbe1,100101v100111,0.85,0.5625,0.6875,0.9375,0.75,high,Detail,Trustworthiness,0
65080,67e9f5c8972a4be47457bbe1,100101v100111,0.85,0.5625,0.6875,0.9375,0.75,high,Detail,Transparency,1
65277,67e9f5c8972a4be47457bbe1,100101v100111,0.85,0.5625,0.6875,0.9375,0.75,high,Detail,Usefulness,1
115315,67e9f5c8972a4be47457bbe1,110000v110001,0.85,0.5625,0.6875,0.9375,0.75,high,Persuasiveness,Trustworthiness,0
